GEO.id,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
"1600000US0103076","Auburn city, Alabama","26156","2687","13095","1829","13061","2108"
"1600000US0107000","Birmingham city, Alabama","93300","3618","37788","2635","55512","2788"
"1600000US0121184","Dothan city, Alabama","27103","1044","15891","824","11212","817"
"1600000US0135896","Hoover city, Alabama","32461","1606","22391","1515","10070","1496"
"1600000US0137000","Huntsville city, Alabama","88930","2823","48728","2758","40202","2550"
"1600000US0150000","Mobile city, Alabama","77628","2367","40453","2577","37175","2968"
"1600000US0151000","Montgomery city, Alabama","78225","2045","42374","2274","35851","2739"
"1600000US0177256","Tuscaloosa city, Alabama","36779","2172","17107","1559","19672","1973"
"1600000US0203000","Anchorage municipality, Alaska","105198","2489","64218","2853","40980","2911"
"1600000US0404720","Avondale city, Arizona","25339","1647","14899","1479","10440","1579"
"1600000US0407940","Buckeye city, Arizona","21691","1691","18387","1605","3304","925"
"1600000US0410670","Casas Adobes CDP, Arizona","29337","2194","20023","1627","9314","1585"
"1600000US0412000","Chandler city, Arizona","94035","2971","63291","2903","30744","2688"
"1600000US0423620","Flagstaff city, Arizona","25609","1576","12108","1250","13501","1789"
"1600000US0427400","Gilbert town, Arizona","81235","2554","61517","2739","19718","2573"
"1600000US0427820","Glendale city, Arizona","81065","3085","47146","2818","33919","2435"
"1600000US0428380","Goodyear city, Arizona","26158","1654","19675","1889","6483","1339"
"1600000US0446000","Mesa city, Arizona","187111","4486","117871","4889","69240","3721"
"1600000US0454050","Peoria city, Arizona","66318","2428","49737","2578","16581","1987"
"1600000US0455000","Phoenix city, Arizona","586878","7653","319653","7133","267225","6523"
"1600000US0464210","San Tan Valley CDP, Arizona","30387","2265","24866","2010","5521","1762"
"1600000US0465000","Scottsdale city, Arizona","123791","3628","83222","3580","40569","3015"
"1600000US0471510","Surprise city, Arizona","49127","2284","38555","2456","10572","1682"
"1600000US0473000","Tempe city, Arizona","76669","2672","30789","2200","45880","2751"
"1600000US0477000","Tucson city, Arizona","217993","4317","107516","3922","110477","4497"
"1600000US0485540","Yuma city, Arizona","34971","2249","21189","2204","13782","1939"
"1600000US0515190","Conway city, Arkansas","26319","1523","11472","1323","14847","1553"
"1600000US0523290","Fayetteville city, Arkansas","36705","1807","13751","1687","22954","1984"
"1600000US0524550","Fort Smith city, Arkansas","36210","1790","17229","1810","18981","1850"
"1600000US0535710","Jonesboro city, Arkansas","29688","1606","15845","1613","13843","1798"
"1600000US0541000","Little Rock city, Arkansas","80063","3316","44754","3232","35309","2632"
"1600000US0550450","North Little Rock city, Arkansas","27903","2003","14940","1747","12963","1934"
"1600000US0560410","Rogers city, Arkansas","24297","1614","14421","1114","9876","1587"
"1600000US0566080","Springdale city, Arkansas","26443","1905","13620","1607","12823","1702"
"1600000US0600562","Alameda city, California","30788","1736","14267","1287","16521","1369"
"1600000US0600884","Alhambra city, California","28777","1370","12830","1427","15947","1471"
"1600000US0602000","Anaheim city, California","105301","3293","48570","3347","56731","3047"
"1600000US0602252","Antioch city, California","36138","2362","22917","2205","13221","2133"
"1600000US0602364","Apple Valley town, California","23774","1871","15414","2148","8360","1636"
"1600000US0602553","Arden-Arcade CDP, California","42309","2704","17167","1802","25142","2891"
"1600000US0603526","Bakersfield city, California","116558","3205","69256","3778","47302","3110"
"1600000US0603666","Baldwin Park city, California","19350","1139","11072","1164","8278","1150"
"1600000US0604982","Bellflower city, California","23369","1432","8697","1254","14672","1519"
"1600000US0606000","Berkeley city, California","44551","2418","18438","1521","26113","2062"
"1600000US0608786","Buena Park city, California","25362","1482","15614","1533","9748","1500"
"1600000US0608954","Burbank city, California","43167","2150","17529","1581","25638","2438"
"1600000US0610046","Camarillo city, California","27274","1488","17367","1450","9907","1414"
"1600000US0611194","Carlsbad city, California","44966","1995","29187","2153","15779","1754"
"1600000US0611390","Carmichael CDP, California","26577","2018","13802","1194","12775","1897"
"1600000US0611530","Carson city, California","25573","1402","17985","1556","7588","1512"
"1600000US0613014","Chico city, California","37040","1817","16899","1577","20141","1941"
"1600000US0613210","Chino city, California","26079","1651","16435","1492","9644","1512"
"1600000US0613214","Chino Hills city, California","26856","1717","19951","1633","6905","1390"
"1600000US0613392","Chula Vista city, California","82916","3478","49726","3105","33190","3427"
"1600000US0613588","Citrus Heights city, California","36460","2138","21885","1666","14575","1979"
"1600000US0614218","Clovis city, California","39269","1601","27148","1867","12121","1446"
"1600000US0615044","Compton city, California","21757","1315","13586","1087","8171","1201"
"1600000US0616000","Concord city, California","45071","2116","26280","2003","18791","2018"
"1600000US0616350","Corona city, California","47793","1867","29340","2134","18453","2049"
"1600000US0616532","Costa Mesa city, California","38762","2098","14887","1700","23875","1634"
"1600000US0617918","Daly City city, California","31289","1653","18560","1801","12729","1651"
"1600000US0618100","Davis city, California","26367","1463","9860","1112","16507","1610"
"1600000US0619766","Downey city, California","32073","1668","14901","1546","17172","1650"
"1600000US0620802","East Los Angeles CDP, California","30676","2093","11569","1558","19107","1649"
"1600000US0621712","El Cajon city, California","32139","1856","13194","1562","18945","1742"
"1600000US0622020","Elk Grove city, California","57048","2082","43016","2441","14032","2001"
"1600000US0622230","El Monte city, California","31535","1653","11861","1422","19674","1563"
"1600000US0622804","Escondido city, California","51364","2546","25170","2063","26194","2357"
"1600000US0623182","Fairfield city, California","37310","1754","22125","1650","15185","1806"
"1600000US0624477","Florence-Graham CDP, California","14973","1377","5973","1015","9000","1106"
"1600000US0624638","Folsom city, California","27286","1383","18471","1478","8815","1612"
"1600000US0624680","Fontana city, California","56457","2175","37375","2153","19082","2327"
"1600000US0626000","Fremont city, California","77848","1935","45886","2231","31962","2241"
"1600000US0627000","Fresno city, California","172815","3237","79995","4286","92820","4074"
"1600000US0628000","Fullerton city, California","44365","2177","23118","2263","21247","1893"
"1600000US0629000","Garden Grove city, California","47378","2207","25679","2219","21699","2008"
"1600000US0630000","Glendale city, California","74197","2614","24018","2013","50179","2590"
"1600000US0632548","Hawthorne city, California","27489","1801","7898","1080","19591","1678"
"1600000US0633000","Hayward city, California","47826","1949","25766","1937","22060","1781"
"1600000US0633182","Hemet city, California","28412","2040","17791","1843","10621","1584"
"1600000US0633434","Hesperia city, California","27185","1550","15476","1588","11709","1730"
"1600000US0636000","Huntington Beach city, California","75273","2717","41255","2725","34018","2331"
"1600000US0636448","Indio city, California","31760","2298","24854","2285","6906","1460"
"1600000US0636546","Inglewood city, California","34440","2141","11705","1490","22735","1824"
"1600000US0636770","Irvine city, California","104524","3414","45526","3331","58998","3993"
"1600000US0637692","Jurupa Valley city, California","24548","1555","15285","1445","9263","1250"
"1600000US0639248","Laguna Niguel city, California","24719","1923","17012","2089","7707","1107"
"1600000US0639486","Lake Elsinore city, California","18642","1573","13527","1504","5115","1289"
"1600000US0639496","Lake Forest city, California","28460","1451","20278","1832","8182","1227"
"1600000US0639892","Lakewood city, California","25198","1376","18214","1577","6984","1293"
"1600000US0640130","Lancaster city, California","49220","2074","26222","2198","22998","1906"
"1600000US0641992","Livermore city, California","30545","1666","22344","1857","8201","1335"
"1600000US0642202","Lodi city, California","22733","1638","12504","1729","10229","1438"
"1600000US0643000","Long Beach city, California","165689","4194","64944","3475","100745","4218"
"1600000US0644000","Los Angeles city, California","1398900","11130","511115","10213","887785","11661"
"1600000US0644574","Lynwood city, California","15142","1531","7641","1139","7501","1322"
"1600000US0645022","Madera city, California","16625","1342","7868","1328","8757","1551"
"1600000US0645484","Manteca city, California","26047","1846","19446","1987","6601","1227"
"1600000US0646842","Menifee city, California","29356","1703","23018","2032","6338","1428"
"1600000US0646898","Merced city, California","25005","1708","11192","1501","13813","1835"
"1600000US0647766","Milpitas city, California","26052","1238","16756","1407","9296","1297"
"1600000US0648256","Mission Viejo city, California","34017","1692","26835","1703","7182","1383"
"1600000US0648354","Modesto city, California","71325","2368","39184","2898","32141","2646"
"1600000US0649270","Moreno Valley city, California","52220","1757","31250","2095","20970","1983"
"1600000US0649670","Mountain View city, California","35456","1656","14145","1549","21311","1602"
"1600000US0650076","Murrieta city, California","33792","1696","22272","1823","11520","1798"
"1600000US0650258","Napa city, California","28819","1229","17642","1202","11177","1217"
"1600000US0651182","Newport Beach city, California","37035","2045","21436","1874","15599","2323"
"1600000US0652526","Norwalk city, California","26257","1263","17598","1348","8659","1460"
"1600000US0653000","Oakland city, California","168413","3723","69556","3284","98857","3950"
"1600000US0653322","Oceanside city, California","60235","2542","37246","2250","22989","1875"
"1600000US0653896","Ontario city, California","49894","2104","28031","2074","21863","1918"
"1600000US0653980","Orange city, California","43492","2386","25086","2184","18406","1690"
"1600000US0654652","Oxnard city, California","50739","2309","28265","2129","22474","1914"
"1600000US0655156","Palmdale city, California","41538","1728","27533","2076","14005","1669"
"1600000US0655282","Palo Alto city, California","25168","1304","13950","1305","11218","1296"
"1600000US0656000","Pasadena city, California","56668","2813","21518","1988","35150","2427"
"1600000US0656700","Perris city, California","17582","1469","11463","1392","6119","1448"
"1600000US0657456","Pittsburg city, California","21273","1507","11525","1397","9748","1395"
"1600000US0657792","Pleasanton city, California","28994","1127","18949","1188","10045","1057"
"1600000US0658072","Pomona city, California","40579","1795","21308","1734","19271","1767"
"1600000US0659444","Rancho Cordova city, California","24907","1327","12753","1308","12154","1333"
"1600000US0659451","Rancho Cucamonga city, California","59497","3037","38075","2746","21422","2698"
"1600000US0659920","Redding city, California","37757","1780","20847","1681","16910","1853"
"1600000US0659962","Redlands city, California","26115","1543","16548","1289","9567","1441"
"1600000US0660018","Redondo Beach city, California","26360","1653","13265","1537","13095","1637"
"1600000US0660102","Redwood City city, California","32199","2119","14639","1703","17560","1739"
"1600000US0660466","Rialto city, California","24751","1337","15205","1224","9546","1468"
"1600000US0660620","Richmond city, California","36634","2045","16167","1767","20467","1767"
"1600000US0662000","Riverside city, California","87189","3049","46373","2236","40816","2732"
"1600000US0662364","Rocklin city, California","23612","1274","16151","1065","7461","1148"
"1600000US0662938","Roseville city, California","53093","1722","36191","2008","16902","1614"
"1600000US0664000","Sacramento city, California","191911","3797","93509","4345","98402","4028"
"1600000US0664224","Salinas city, California","39862","1748","18025","1846","21837","1814"
"1600000US0665000","San Bernardino city, California","60308","2414","29081","2536","31227","2601"
"1600000US0665042","San Buenaventura (Ventura) city, California","40513","1998","20801","1885","19712","1966"
"1600000US0665084","San Clemente city, California","23182","1259","16787","1322","6395","1146"
"1600000US0666000","San Diego city, California","512530","7052","238126","6018","274404","6727"
"1600000US0667000","San Francisco city, California","365851","4759","135852","4620","229999","6426"
"1600000US0668000","San Jose city, California","327894","5001","180993","4764","146901","5091"
"1600000US0668084","San Leandro city, California","31691","2468","17488","2076","14203","1837"
"1600000US0668196","San Marcos city, California","30852","2060","19937","2178","10915","1446"
"1600000US0668252","San Mateo city, California","39564","1868","19754","1650","19810","1651"
"1600000US0668378","San Ramon city, California","25697","1179","18610","1299","7087","1122"
"1600000US0669000","Santa Ana city, California","79704","2689","34481","2495","45223","2717"
"1600000US0669070","Santa Barbara city, California","38674","2334","14571","1561","24103","2154"
"1600000US0669084","Santa Clara city, California","46608","2062","19254","1722","27354","2526"
"1600000US0669088","Santa Clarita city, California","69975","2264","50930","2180","19045","1888"
"1600000US0669112","Santa Cruz city, California","22166","1882","8785","1155","13381","1684"
"1600000US0669196","Santa Maria city, California","27079","1878","13565","1705","13514","1729"
"1600000US0670000","Santa Monica city, California","45096","2236","12701","1731","32395","2207"
"1600000US0670098","Santa Rosa city, California","65590","2348","35898","2565","29692","2388"
"1600000US0672016","Simi Valley city, California","42117","1898","30183","2008","11934","1519"
"1600000US0673080","South Gate city, California","23559","1254","9777","1256","13782","1426"
"1600000US0673262","South San Francisco city, California","22355","1481","13587","1640","8768","1530"
"1600000US0675000","Stockton city, California","96149","3251","47869","2837","48280","2615"
"1600000US0677000","Sunnyvale city, California","55424","2220","24484","1952","30940","2214"
"1600000US0678120","Temecula city, California","35638","1881","22125","2123","13513","1515"
"1600000US0678582","Thousand Oaks city, California","44618","1803","30191","2029","14427","1797"
"1600000US0680000","Torrance city, California","55483","2560","30169","2554","25314","2318"
"1600000US0680238","Tracy city, California","26771","1446","16512","1675","10259","1685"
"1600000US0680644","Tulare city, California","18170","1187","10360","1296","7810","1261"
"1600000US0680812","Turlock city, California","25718","1683","14793","1887","10925","1745"
"1600000US0680854","Tustin city, California","24125","1375","13108","1301","11017","1145"
"1600000US0681204","Union City city, California","22469","1085","15529","1382","6940","1175"
"1600000US0681344","Upland city, California","26201","1276","14450","1224","11751","1220"
"1600000US0681554","Vacaville city, California","32560","1673","20127","1791","12433","1699"
"1600000US0681666","Vallejo city, California","42200","2080","24351","1958","17849","1815"
"1600000US0682590","Victorville city, California","32188","2150","16654","2269","15534","2126"
"1600000US0682954","Visalia city, California","45878","1933","26200","2379","19678","2321"
"1600000US0682996","Vista city, California","31075","2204","14209","1909","16866","1883"
"1600000US0683346","Walnut Creek city, California","31558","1639","20057","1636","11501","1358"
"1600000US0684200","West Covina city, California","30682","1510","17788","1442","12894","1450"
"1600000US0684550","Westminster city, California","26984","1532","12741","1394","14243","1365"
"1600000US0685292","Whittier city, California","26884","1348","16380","1435","10504","1297"
"1600000US0686832","Yorba Linda city, California","22676","1331","18995","1440","3681","1039"
"1600000US0686972","Yuba City city, California","24393","1069","13304","1491","11089","1408"
"1600000US0803455","Arvada city, Colorado","48353","1569","34499","1926","13854","1406"
"1600000US0804000","Aurora city, Colorado","136443","2693","84585","3562","51858","3449"
"1600000US0807850","Boulder city, Colorado","42462","2101","20365","1878","22097","1873"
"1600000US0809280","Broomfield city, Colorado","28062","748","17628","976","10434","1121"
"1600000US0812415","Castle Rock town, Colorado","23803","1258","18795","1331","5008","1277"
"1600000US0812815","Centennial city, Colorado","40151","1592","34070","1727","6081","863"
"1600000US0816000","Colorado Springs city, Colorado","188837","2803","113114","3742","75723","4073"
"1600000US0820000","Denver city, Colorado","318445","3441","158620","4520","159825","5232"
"1600000US0827425","Fort Collins city, Colorado","70831","2402","38828","2133","32003","2146"
"1600000US0832155","Greeley city, Colorado","38299","1607","22189","1569","16110","1451"
"1600000US0836410","Highlands Ranch CDP, Colorado","37081","1690","30592","1596","6489","1296"
"1600000US0843000","Lakewood city, Colorado","67857","2192","38573","1951","29284","2105"
"1600000US0845970","Longmont city, Colorado","39984","1819","24112","1652","15872","1822"
"1600000US0846465","Loveland city, Colorado","33393","2091","21296","2255","12097","1754"
"1600000US0862000","Pueblo city, Colorado","44945","1618","26863","1748","18082","1759"
"1600000US0877290","Thornton city, Colorado","46900","2320","35062","2485","11838","1819"
"1600000US0883835","Westminster city, Colorado","43890","1830","28679","1882","15211","1782"
"1600000US0908000","Bridgeport city, Connecticut","50103","2314","20446","1978","29657","2298"
"1600000US0918430","Danbury city, Connecticut","32310","2247","17554","2174","14756","2072"
"1600000US0937000","Hartford city, Connecticut","48168","2329","12447","1566","35721","2416"
"1600000US0950370","New Britain city, Connecticut","29359","2173","11704","1549","17655","2260"
"1600000US0952000","New Haven city, Connecticut","46982","2333","12876","1774","34106","2641"
"1600000US0955990","Norwalk city, Connecticut","33616","1771","18426","2016","15190","1829"
"1600000US0973000","Stamford city, Connecticut","49707","2495","24427","2085","25280","2031"
"1600000US0980000","Waterbury city, Connecticut","42113","2629","15817","2051","26296","2392"
"1600000US1077580","Wilmington city, Delaware","31754","1973","11780","1606","19974","1742"
"1600000US1150000","Washington city, District of Columbia","291570","3959","120988","3639","170582","4562"
"1600000US1200410","Alafaya CDP, Florida","30733","3842","17527","3061","13206","3404"
"1600000US1207300","Boca Raton city, Florida","40845","2238","26980","1985","13865","1469"
"1600000US1207875","Boynton Beach city, Florida","31863","2538","18915","2167","12948","1937"
"1600000US1208150","Brandon CDP, Florida","43037","3257","23502","2128","19535","2707"
"1600000US1210275","Cape Coral city, Florida","67176","3841","53733","3684","13443","2349"
"1600000US1212875","Clearwater city, Florida","48641","2500","29350","2403","19291","1900"
"1600000US1214400","Coral Springs city, Florida","41240","2019","25623","2059","15617","1722"
"1600000US1216475","Davie town, Florida","35708","1910","22826","1845","12882","1468"
"1600000US1216525","Daytona Beach city, Florida","28839","1977","13517","1620","15322","1600"
"1600000US1216725","Deerfield Beach city, Florida","33439","2157","20983","2110","12456","1806"
"1600000US1217100","Delray Beach city, Florida","28548","2166","19470","1875","9078","1528"
"1600000US1217200","Deltona city, Florida","31783","2206","25948","2347","5835","1470"
"1600000US1217935","Doral city, Florida","19722","1298","8755","1377","10967","1540"
"1600000US1224000","Fort Lauderdale city, Florida","76348","3990","41612","3068","34736","3122"
"1600000US1224125","Fort Myers city, Florida","30754","2317","16278","1778","14476","1715"
"1600000US1224562","Fountainebleau CDP, Florida","22887","1839","9985","1354","12902","1525"
"1600000US1225175","Gainesville city, Florida","51990","2592","18888","1880","33102","2567"
"1600000US1230000","Hialeah city, Florida","75989","3007","33877","2569","42112","2770"
"1600000US1232000","Hollywood city, Florida","55172","2875","30081","2796","25091","2731"
"1600000US1232275","Homestead city, Florida","20320","1921","9336","1552","10984","1865"
"1600000US1235000","Jacksonville city, Florida","349171","4506","197853","5352","151318","5871"
"1600000US1235875","Jupiter town, Florida","26959","1660","19772","2047","7187","1345"
"1600000US1236100","Kendall CDP, Florida","28610","2547","16956","1881","11654","1950"
"1600000US1236950","Kissimmee city, Florida","22709","2325","8446","1546","14263","2006"
"1600000US1238250","Lakeland city, Florida","40236","2246","21945","1937","18291","1776"
"1600000US1239425","Largo city, Florida","33687","2239","21004","2188","12683","1463"
"1600000US1239550","Lauderhill city, Florida","24628","2432","12010","1601","12618","1991"
"1600000US1239925","Lehigh Acres CDP, Florida","38662","2751","25032","2396","13630","2182"
"1600000US1243975","Melbourne city, Florida","31680","2048","18852","1918","12828","1597"
"1600000US1245000","Miami city, Florida","189084","5912","55878","3762","133206","5475"
"1600000US1245025","Miami Beach city, Florida","40084","2178","12861","1552","27223","2160"
"1600000US1245060","Miami Gardens city, Florida","32171","2079","19649","1983","12522","1574"
"1600000US1245975","Miramar city, Florida","39853","2756","28523","2780","11330","1892"
"1600000US1249675","North Port city, Florida","26005","1901","21803","2414","4202","1321"
"1600000US1253000","Orlando city, Florida","109454","4328","41239","3496","68215","4322"
"1600000US1254000","Palm Bay city, Florida","38504","2361","30643","2336","7861","1653"
"1600000US1254200","Palm Coast city, Florida","34103","1577","26077","1761","8026","1422"
"1600000US1255775","Pembroke Pines city, Florida","57399","3092","40042","2986","17357","1887"
"1600000US1256825","Pine Hills CDP, Florida","24507","2763","13506","2177","11001","2203"
"1600000US1257425","Plantation city, Florida","36203","2625","22050","2588","14153","2168"
"1600000US1257900","Poinciana CDP, Florida","20240","3172","12592","2431","7648","2620"
"1600000US1258050","Pompano Beach city, Florida","44297","2308","23320","2228","20977","2101"
"1600000US1258350","Port Charlotte CDP, Florida","24367","2151","18711","1859","5656","1326"
"1600000US1258715","Port St. Lucie city, Florida","68484","3736","54839","3761","13645","3363"
"1600000US1260950","Riverview CDP, Florida","35959","3057","27487","2868","8472","1802"
"1600000US1263000","St. Petersburg city, Florida","110354","3439","70071","3488","40283","3236"
"1600000US1268350","Spring Hill CDP, Florida","43691","1998","34844","2067","8847","1648"
"1600000US1269700","Sunrise city, Florida","39427","2587","27557","2627","11870","1688"
"1600000US1270600","Tallahassee city, Florida","76684","2867","29759","2226","46925","3134"
"1600000US1270675","Tamarac city, Florida","26124","1943","18438","2241","7686","1540"
"1600000US1271000","Tampa city, Florida","153918","3788","80030","3540","73888","3693"
"1600000US1271569","The Hammocks CDP, Florida","19617","2189","12210","1377","7407","1717"
"1600000US1271625","The Villages CDP, Florida","46727","2825","43842","2736","2885","1599"
"1600000US1272145","Town 'n' Country CDP, Florida","33230","3291","16410","2137","16820","2740"
"1600000US1275812","Wellington village, Florida","22506","1711","16895","1923","5611","1269"
"1600000US1275875","Wesley Chapel CDP, Florida","20585","2033","15595","1644","4990","1278"
"1600000US1276582","Weston city, Florida","20420","1524","14951","1920","5469","1274"
"1600000US1276600","West Palm Beach city, Florida","41678","2707","21105","2216","20573","2242"
"1600000US1301052","Albany city, Georgia","25640","1454","10505","1309","15135","1891"
"1600000US1301696","Alpharetta city, Georgia","25391","1738","18148","1693","7243","1449"
"1600000US1303440","Athens-Clarke County unified government (balance), Georgia","51640","1283","18666","1658","32974","1970"
"1600000US1304000","Atlanta city, Georgia","223736","5878","104332","4804","119404","6051"
"1600000US1304204","Augusta-Richmond County consolidated government (balance), Georgia","66838","3181","34031","2626","32807","3077"
"1600000US1319000","Columbus city, Georgia","73134","1814","35905","1976","37229","2511"
"1600000US1342425","Johns Creek city, Georgia","28638","2120","22068","2255","6570","1510"
"1600000US1349008","Macon-Bibb County, Georgia","56726","1984","28961","1878","27765","2214"
"1600000US1367284","Roswell city, Georgia","35944","1979","24648","1897","11296","1849"
"1600000US1368516","Sandy Springs city, Georgia","52820","2906","24251","1947","28569","3104"
"1600000US1369000","Savannah city, Georgia","53371","2336","23274","1868","30097","2268"
"1600000US1372122","South Fulton city, Georgia","32457","3766","23513","3173","8944","2429"
"1600000US1380508","Warner Robins city, Georgia","29742","1969","14001","1916","15741","2299"
"1600000US1571550","Urban Honolulu CDP, Hawaii","131873","3310","60884","3411","70989","3481"
"1600000US1608830","Boise City city, Idaho","95359","2796","58280","2842","37079","2702"
"1600000US1652120","Meridian city, Idaho","40194","2247","31468","2857","8726","1919"
"1600000US1656260","Nampa city, Idaho","34798","1594","23723","1429","11075","1569"
"1600000US1702154","Arlington Heights village, Illinois","28748","1761","20511","1768","8237","1427"
"1600000US1703012","Aurora city, Illinois","63972","2921","42957","2806","21015","2423"
"1600000US1706613","Bloomington city, Illinois","31564","1310","18413","1495","13151","1486"
"1600000US1707133","Bolingbrook village, Illinois","22890","1343","18236","1504","4654","955"
"1600000US1712385","Champaign city, Illinois","35865","2013","15711","1909","20154","2122"
"1600000US1714000","Chicago city, Illinois","1080345","9304","476993","8740","603352","10270"
"1600000US1714351","Cicero town, Illinois","22399","1546","11659","1558","10740","1497"
"1600000US1718823","Decatur city, Illinois","29772","1617","17788","1476","11984","1573"
"1600000US1723074","Elgin city, Illinois","36849","2005","25793","2096","11056","1720"
"1600000US1724582","Evanston city, Illinois","27877","1660","15501","1442","12376","1555"
"1600000US1738570","Joliet city, Illinois","48724","2507","35341","2471","13383","1571"
"1600000US1751622","Naperville city, Illinois","52238","2308","38814","2139","13424","1838"
"1600000US1757225","Palatine village, Illinois","25880","1704","17691","1601","8189","1161"
"1600000US1759000","Peoria city, Illinois","46130","1829","26965","1866","19165","1657"
"1600000US1765000","Rockford city, Illinois","57463","1993","29805","1925","27658","2169"
"1600000US1768003","Schaumburg village, Illinois","30713","1852","19008","1907","11705","1497"
"1600000US1770122","Skokie village, Illinois","20060","1471","15009","1515","5051","1112"
"1600000US1772000","Springfield city, Illinois","49544","1990","28327","1788","21217","1945"
"1600000US1779293","Waukegan city, Illinois","29100","2209","13843","1415","15257","1953"
"1600000US1805860","Bloomington city, Indiana","30072","1915","11677","1163","18395","2013"
"1600000US1810342","Carmel city, Indiana","38677","1669","28413","1867","10264","1578"
"1600000US1822000","Evansville city, Indiana","50692","1942","26160","1749","24532","1883"
"1600000US1823278","Fishers city, Indiana","34846","2005","26588","2107","8258","1716"
"1600000US1825000","Fort Wayne city, Indiana","105414","2289","66487","2568","38927","2412"
"1600000US1827000","Gary city, Indiana","29466","1920","13649","1437","15817","1597"
"1600000US1831000","Hammond city, Indiana","29402","1753","18109","1459","11293","1500"
"1600000US1836003","Indianapolis city (balance), Indiana","340639","4213","180503","4396","160136","5027"
"1600000US1840788","Lafayette city, Indiana","33086","1620","15673","1321","17413","1695"
"1600000US1851876","Muncie city, Indiana","26772","1947","12046","1471","14726","1869"
"1600000US1854180","Noblesville city, Indiana","22515","1740","17866","1582","4649","1182"
"1600000US1871000","South Bend city, Indiana","41196","2113","23595","1722","17601","1894"
"1600000US1901855","Ames city, Iowa","26347","1342","11290","1212","15057","1388"
"1600000US1902305","Ankeny city, Iowa","26150","1469","17858","1840","8292","1465"
"1600000US1912000","Cedar Rapids city, Iowa","57947","1691","37611","2147","20336","2447"
"1600000US1919000","Davenport city, Iowa","41123","1344","25094","1701","16029","1494"
"1600000US1921000","Des Moines city, Iowa","91045","2497","55120","2593","35925","2472"
